neighbourhood_id,name,residents_total,lim_at_pct,lico_at_pct,lim_at_people,lico_at_people,residents_total,residents_far_500,share_far_500,lim_at_people_far_500,lico_at_people_far_500
1743,St. Norbert,1735,0.0778097982708933,0.063400576368876,134.99999999999986,109.99999999999986,1735,1263,0.7279538904899135,98.27377521613822,80.07492795389038
1750,Richmond Lakes,1580,0.0977917981072555,0.0473186119873817,154.5110410094637,74.76340694006309,1580,1501,0.95,146.7854889589905,71.02523659305993
1752,Parc La Salle,2360,0.1461864406779661,0.1059322033898305,345.0,250.0,2360,1169,0.49533898305084745,170.89194915254237,123.83474576271186
1791,Assiniboia Downs,520,0.0,0.0,0.0,0.0,520,520,1.0,0.0,0.0
1792,Buchanan,2825,0.0726950354609929,0.051418439716312,205.36347517730493,145.2570921985814,2825,2307,0.8166371681415929,167.7074468085106,118.62234042553179
1794,Saskatchewan North,0,,,,,0,0,,,
1830,Transcona South,645,0.0542635658914728,0.0,34.99999999999996,0.0,645,645,1.0,34.99999999999996,0.0
1831,St. Boniface Industrial Park,1625,0.0984615384615384,0.0615384615384615,159.99999999999991,99.99999999999994,1625,1625,1.0,159.99999999999991,99.99999999999994
1894,Fraipont,1980,0.053030303030303,0.0353535353535353,104.99999999999993,69.99999999999989,1980,1980,1.0,104.99999999999993,69.99999999999989
1900,Island Lakes,7295,0.050034270047978,0.0472926662097326,364.99999999999955,344.9999999999993,7295,6986,0.957642220699109,349.53941055517436,330.38656614119196
